15403_12_1558061278838121770,0,204,200,0,33,0,18,0,0,0,124588706
15403_12_1558061279000029296,0,218,210,0,37,0,22,0,0,0,127904839
15403_12_1558061279169309074,0,205,198,0,32,0,19,0,0,0,140964447
15403_12_1558061279347659879,0,204,198,0,31,0,18,0,0,0,120469650
15403_12_1558061279468151821,0,206,197,0,32,0,20,0,0,0,199735611
15403_12_1558061279667910175,0,200,205,0,34,0,14,0,0,0,194726942
15403_12_1558061279927629356,0,210,227,0,66,0,21,0,0,0,168119713
15403_12_1558061280149206901,0,210,197,0,36,0,23,0,0,0,96619502
15403_12_1558061280344026325,0,214,194,0,37,0,27,0,0,0,80703184
15403_12_1558061280478238921,0,200,205,0,34,0,12,0,0,0,132219715
15403_12_1558061280648044362,0,211,193,0,33,0,24,0,0,0,80619926
15403_12_1558061280843570743,0,213,210,0,52,0,27,0,0,0,107785209
15403_12_1558061281008300808,0,201,205,0,35,0,14,0,0,0,139647701
15403_12_1558061281198254937,0,204,207,0,40,0,16,0,0,0,126069994
15403_12_1558061281379830976,0,199,205,0,33,0,13,0,0,0,82211562
15403_12_1558061281500682804,0,208,236,0,73,0,20,0,0,0,130018071
15403_12_1558061281680364736,0,194,209,0,32,0,8,0,0,0,119280891
15403_12_1558061281844525898,0,212,223,0,64,0,24,0,0,0,108225704
15403_12_1558061281999188339,0,200,205,0,34,0,14,0,0,0,146829638
15403_12_1558061282220098111,0,205,197,0,31,0,19,0,0,0,95608820
15403_12_1558061282360602184,0,209,236,0,74,0,21,0,0,0,181587191
15403_12_1558061282542221238,0,208,231,0,68,1,19,0,0,0,114065509
15403_12_1558061282699851778,0,211,224,0,64,0,25,0,0,0,138702209
15403_12_1558061282869771562,0,205,203,0,37,0,18,0,0,0,189228852
15403_12_1558061283091531876,0,208,201,0,38,0,22,0,0,0,109825605
15403_12_1558061283255835545,0,206,223,0,58,0,18,0,0,0,96038032
15403_12_1558061283402767516,0,202,205,0,36,0,16,0,0,0,100745809
15403_12_1558061283552417195,0,203,202,0,34,0,16,0,0,0,179671815
15403_12_1558061283849706795,0,207,198,0,34,0,20,0,0,0,78686552
15403_12_1558061283976116886,0,203,208,0,40,0,17,0,0,0,92963514
15403_12_1558061284069103175,0,208,198,0,35,0,22,0,0,0,127356341
15403_12_1558061284196483148,0,201,201,0,31,0,15,0,0,0,96485115
15403_12_1558061284292998306,0,205,201,0,35,0,19,0,0,0,151316040
15403_12_1558061284444340733,0,203,206,0,38,0,17,0,0,0,163104558
15403_12_1558061284607519393,0,206,205,0,40,0,19,0,0,0,114994887
15403_12_1558061284722564374,0,213,200,0,42,0,26,0,0,0,70593373
15403_12_1558061284836058409,0,212,216,0,57,0,26,0,0,0,110097267
15403_12_1558061284982135750,0,212,212,0,53,0,25,0,0,0,71051486
15403_12_1558061285079324089,0,208,215,0,52,0,22,0,0,0,77948632
15403_12_1558061285183648118,0,216,206,0,51,0,26,0,0,0,62823941
15403_12_1558061285289898095,0,205,197,0,31,0,18,0,0,0,155098140
15403_12_1558061285490102546,0,206,200,0,35,0,20,0,0,0,77436180
15403_12_1558061285627772723,0,210,195,0,34,0,24,0,0,0,45353904
15403_12_1558061285673154830,0,192,215,0,36,0,6,0,0,0,52709612
15403_12_1558061285725883940,0,208,201,0,38,0,21,0,0,0,36227681
15403_12_1558061285790287030,0,210,197,0,36,0,22,0,0,0,57827286
15403_12_1558061285869421088,0,211,197,0,37,0,25,0,0,0,106196466
15403_12_1558061286075754782,0,208,195,0,32,0,22,0,0,0,120702833
15403_12_1558061286240811748,0,204,198,0,31,0,18,0,0,0,85178990
15403_12_1558061286405360279,0,205,251,0,85,0,19,0,0,0,180166128
15403_12_1558061286649435339,0,207,243,0,79,0,21,0,0,0,496109195
15403_12_1558061287306743386,0,210,197,0,36,0,24,0,0,0,116090960
15403_12_1558061287475879517,0,213,207,0,49,0,27,0,0,0,136909196
15403_12_1558061287612831354,0,207,217,0,53,0,21,0,0,0,137142673
15403_12_1558061287788348493,0,213,203,0,45,0,26,0,0,0,154735890
15403_12_1558061287943112930,0,208,239,0,76,0,18,0,0,0,207781017
15403_12_1558061288150928752,0,208,231,0,68,0,22,0,0,0,213021199
15403_12_1558061288465802669,0,212,193,0,34,0,25,0,0,0,83624614
15403_12_1558061288603068150,0,204,208,0,41,0,18,0,0,0,240386259
15403_12_1558061288935693679,0,213,187,0,29,0,27,0,0,0,138668424
15403_12_1558061289134573968,0,205,201,0,35,0,19,0,0,0,175985553
15403_12_1558061289367969624,0,208,194,0,31,0,22,0,0,0,155304709
15403_12_1558061289592757035,0,209,197,0,35,0,23,0,0,0,136469146
15403_12_1558061289789937453,0,207,200,0,36,0,21,0,0,0,134560502
15403_12_1558061289963726140,0,203,200,0,32,0,17,0,0,0,100472920
15403_12_1558061290125092171,0,207,195,0,31,0,20,0,0,0,118634205
15403_12_1558061290243758395,0,202,203,0,34,0,16,0,0,0,190009462
15403_12_1558061290516157252,0,209,197,0,35,0,23,0,0,0,113969033
15403_12_1558061290660824429,0,206,199,0,34,0,20,0,0,0,158712360
15403_12_1558061290923522527,0,211,197,0,37,0,24,0,0,0,104026073
15403_12_1558061291104279666,0,213,189,0,31,1,26,0,0,0,107370541
15403_12_1558061291301212903,0,200,219,0,48,0,14,0,0,0,97925524
15403_12_1558061291426825792,0,216,217,0,62,0,27,0,0,0,82674523
15403_12_1558061291509525201,0,211,220,0,60,0,23,0,0,0,150649848
15403_12_1558061291706962734,0,209,194,0,32,0,23,0,0,0,55525120
15403_12_1558061291800827033,0,212,191,0,32,0,26,0,0,0,86548136
15403_12_1558061291923873905,0,214,214,0,57,0,25,0,0,0,90686737
15403_12_1558061292014583240,0,209,218,0,56,0,22,0,0,0,131183641
15403_12_1558061292177116914,0,203,202,0,34,0,17,0,0,0,118883423
15403_12_1558061292436740867,0,209,193,0,31,0,23,0,0,0,50510171
15403_12_1558061292551076351,0,211,190,0,30,0,24,0,0,0,39465151
15403_12_1558061292590560171,0,215,227,0,71,0,27,0,0,0,137235051
15403_12_1558061292868744344,0,216,190,0,35,0,27,0,0,0,70720769
15403_12_1558061292939483886,0,212,200,0,41,0,23,0,0,0,94544707
15403_12_1558061293044910942,0,214,196,0,39,0,25,0,0,0,83367665
15403_12_1558061293154973741,0,213,197,0,39,0,25,0,0,0,50463326
15403_12_1558061293230305093,0,212,194,0,35,0,24,0,0,0,65895019
15403_12_1558061293296220166,0,202,199,0,30,0,16,0,0,0,115587255
15403_12_1558061293453818901,0,205,202,0,36,0,19,0,0,0,134551545
15403_12_1558061293635996977,0,204,201,0,34,0,18,0,0,0,124807906
15403_12_1558061293803060639,0,214,192,0,35,0,28,0,0,0,63946613
15403_12_1558061293920997823,0,208,192,0,29,0,22,0,0,0,104740076
15403_12_1558061294070652447,0,198,207,0,34,0,12,0,0,0,134065040
15403_12_1558061294255754094,0,214,215,0,58,0,27,0,0,0,65885395
15403_12_1558061294321665873,0,201,230,0,60,0,15,0,0,0,169553224
15403_12_1558061294537765768,0,203,200,0,32,0,17,0,0,0,130205057
15403_12_1558061294706738419,0,210,223,0,62,0,24,0,0,0,151700452
15403_12_1558061294899094472,0,202,213,0,44,0,16,0,0,0,125709806
15403_12_1558061295058855205,0,203,200,0,32,0,17,0,0,0,102478718
15403_12_1558061295215053658,0,209,210,0,48,0,23,0,0,0,81544572
15403_12_1558061295381817612,0,211,194,0,34,0,25,0,0,0,137832951
15403_12_1558061295555798519,0,203,203,0,35,0,16,0,0,0,87459480
15403_12_1558061295643285865,0,205,197,0,31,0,19,0,0,0,93207370
15403_12_1558061295786202858,0,214,190,0,33,0,28,0,0,0,95639756
15403_12_1558061295932260403,0,211,197,0,37,0,24,0,0,0,153532509
15403_12_1558061296123903444,0,213,191,0,33,0,27,0,0,0,95240754
15403_12_1558061296311397459,0,210,195,0,34,0,23,0,0,0,85664311
15403_12_1558061296459772728,0,205,197,0,31,0,19,0,0,0,120190035
15403_12_1558061296636175324,0,207,196,0,32,0,21,0,0,0,167287272
15403_12_1558061296875650695,0,203,205,0,37,0,16,0,0,0,128189562
15403_12_1558061297039002961,0,207,195,0,31,0,21,0,0,0,137253269
15403_12_1558061297209000303,0,203,204,0,36,0,15,0,0,0,141983560
15403_12_1558061297410111332,0,208,229,0,66,0,21,0,0,0,146932583
15403_12_1558061297612803165,0,211,216,0,56,0,25,0,0,0,126649484
15403_12_1558061297839769630,0,205,200,0,34,0,19,0,0,0,104828782
15403_12_1558061297998238040,0,207,198,0,34,0,21,0,0,0,128269590
15403_12_1558061298163902453,0,204,204,0,37,0,18,0,0,0,91829400
15403_12_1558061298309263911,0,201,214,0,44,0,14,0,0,0,156313701
15403_12_1558061298465600549,0,211,220,0,60,0,24,0,0,0,215242201
15403_12_1558061298720288201,0,201,201,0,31,0,15,0,0,0,181199239
15403_12_1558061298931945016,0,205,203,0,37,0,17,0,0,0,115894241
15403_12_1558061299096111816,0,206,198,0,33,0,19,0,0,0,170205143
15403_12_1558061299307773531,0,212,240,0,81,0,26,0,0,0,212289216
15403_12_1558061299520129839,0,205,232,0,66,0,18,0,0,0,180561274
15403_12_1558061299750555805,0,201,208,0,38,0,15,0,0,0,119278523
15403_12_1558061299900134686,0,200,203,0,32,0,14,0,0,0,68481148
15403_12_1558061299994067415,0,210,197,0,36,0,22,0,0,0,55059994
15403_12_1558061300085553859,0,205,199,0,33,0,19,0,0,0,128267450
15403_12_1558061300300795939,0,207,192,0,28,0,21,0,0,0,136264470
15403_12_1558061300476025141,0,208,196,0,33,0,22,0,0,0,77564123
15403_12_1558061300553620776,0,201,208,0,38,0,14,0,0,0,119063694
15403_12_1558061300720007318,0,204,201,0,34,0,17,0,0,0,155629902
15403_12_1558061300917682437,0,209,195,0,33,0,23,0,0,0,111972492
15403_12_1558061301064860807,0,203,199,0,31,0,17,0,0,0,105573577
15403_12_1558061301226124728,0,205,197,0,31,0,19,0,0,0,123251837
15403_12_1558061301349421439,0,207,197,0,33,0,21,0,0,0,142553373
15403_12_1558061301607050807,0,211,221,0,61,0,25,0,0,0,114043088
15403_12_1558061301816350920,0,213,191,0,33,0,27,0,0,0,92489875
15403_12_1558061301951829991,0,204,201,0,34,0,18,0,0,0,124042276
15403_12_1558061302159084283,0,215,187,0,31,0,28,0,0,0,70717503
15403_12_1558061302265341450,0,209,203,0,41,0,23,0,0,0,100581434
15403_12_1558061302384983472,0,202,202,0,33,0,16,0,0,0,97485665
15403_12_1558061302482501819,0,209,198,0,36,0,22,0,0,0,105254241
15403_12_1558061302587787130,0,206,195,0,30,0,19,0,0,0,85612416
15403_12_1558061302673448131,0,205,200,0,34,0,19,0,0,0,86262096
15403_12_1558061302789242760,0,215,193,0,37,0,28,0,0,0,82303136
15403_12_1558061302906771054,0,214,207,0,50,0,27,0,0,0,110972112
15403_12_1558061303017772780,0,201,205,0,35,0,15,0,0,0,101914720
15403_12_1558061303165166116,0,211,192,0,32,0,24,0,0,0,109888045
15403_12_1558061303363672465,0,206,196,0,31,0,20,0,0,0,99596426
15403_12_1558061303507843895,0,211,197,0,37,0,25,0,0,0,80805726
15403_12_1558061303638618696,0,209,200,0,38,0,22,0,0,0,172188302
15403_12_1558061303851574834,0,214,188,0,31,0,28,0,0,0,100436517
15403_12_1558061303985138042,0,212,215,0,56,0,25,0,0,0,176339483
15403_12_1558061304199915964,0,204,230,0,63,0,17,0,0,0,172557920
15403_12_1558061304372500300,0,201,202,0,32,0,15,0,0,0,150264908
15403_12_1558061304522787010,0,200,203,0,32,0,14,0,0,0,220491075
15403_12_1558061304743353226,0,202,202,0,33,0,16,0,0,0,170272776
15403_12_1558061304962166377,0,199,207,0,35,0,13,0,0,0,130828924
15403_12_1558061305093018135,0,204,201,0,34,0,18,0,0,0,185762251
15403_12_1558061305332986186,0,214,190,0,33,0,28,0,0,0,135373869
15403_12_1558061305536113492,0,197,204,0,30,0,11,0,0,0,109255273
15403_12_1558061305715977599,0,210,194,0,33,0,24,0,0,0,61026135
15403_12_1558061305777022629,0,196,207,0,32,0,10,0,0,0,60815661
15403_12_1558061305880268974,0,206,195,0,30,0,20,0,0,0,108027243
15403_12_1558061306042589143,0,209,195,0,33,0,23,0,0,0,100820572
15403_12_1558061306184060694,0,210,192,0,31,0,24,0,0,0,78428840
15403_12_1558061306262515083,0,202,201,0,32,0,16,0,0,0,183140147
15403_12_1558061306475374187,0,203,203,0,35,0,17,0,0,0,125812242
15403_12_1558061306654188446,0,208,196,0,33,0,22,0,0,0,58171446
15403_12_1558061306744818320,0,211,191,0,31,0,25,0,0,0,51753959
15403_12_1558061306796590312,0,203,199,0,31,0,17,0,0,0,51973360
15403_12_1558061306903109707,0,211,195,0,35,0,23,0,0,0,41003646
15403_12_1558061306964584800,0,205,199,0,33,0,19,0,0,0,51873174
15403_12_1558061307016478183,0,210,249,0,88,0,23,0,0,0,198895289
15403_12_1558061307271917520,0,214,211,0,54,0,27,0,0,0,125897395
15403_12_1558061307439969587,0,199,207,0,35,0,13,0,0,0,79018470
15403_12_1558061307519014592,0,199,209,0,37,0,13,0,0,0,120535228
15403_12_1558061307682369143,0,210,213,0,52,0,24,0,0,0,141141449
15403_12_1558061307823534823,0,209,199,0,37,0,22,0,0,0,80767454
15403_12_1558061307904326803,0,202,204,0,35,0,15,0,0,0,151504898
15403_12_1558061308129640239,0,201,202,0,32,0,14,0,0,0,123271368
15403_12_1558061308291549154,0,207,193,0,29,0,21,0,0,0,129583459
15403_12_1558061308514505666,0,205,195,0,29,0,19,0,0,0,159644648
15403_12_1558061308699336037,0,212,193,0,34,0,26,0,0,0,156050268
15403_12_1558061309031992275,0,205,198,0,32,0,19,0,0,0,182251582
15403_12_1558061309269544279,0,199,206,0,34,0,13,0,0,0,154537396
15403_12_1558061309482936802,0,208,197,0,34,0,22,0,0,0,82682669
15403_12_1558061309635999258,0,209,244,0,82,0,21,0,0,0,155341382
15403_12_1558061309829397118,0,213,234,0,76,0,27,0,0,0,136282088
15403_12_1558061310008346098,0,210,195,0,34,0,23,0,0,0,145618183
15403_12_1558061310154009254,0,210,223,0,62,0,24,0,0,0,185092553
15403_12_1558061310339139818,0,208,223,0,60,0,22,0,0,0,183800557
15403_12_1558061310522960757,0,208,226,0,63,0,22,0,0,0,175355183
15403_12_1558061310734592689,0,213,194,0,36,0,27,0,0,0,127792001
15403_12_1558061310862407294,0,201,204,0,34,0,15,0,0,0,98662235
15403_12_1558061311002807305,0,203,201,0,33,0,17,0,0,0,126014154
15403_12_1558061311191309577,0,208,198,0,35,0,22,0,0,0,91033594
15403_12_1558061311330595482,0,208,201,0,38,0,20,0,0,0,81418316
15403_12_1558061311462485563,0,205,203,0,37,0,19,0,0,0,89744179
15403_12_1558061311552253398,0,202,205,0,36,0,16,0,0,0,142371667
15403_12_1558061311721065024,0,204,199,0,32,0,17,0,0,0,125231688
15403_12_1558061311916017254,0,210,196,0,35,0,23,0,0,0,89744219
15403_12_1558061312005786304,0,208,217,0,34,0,12,0,0,0,165795138
15403_12_1558061312234672128,0,206,198,0,33,0,20,0,0,0,66834209
15403_12_1558061312366371922,0,213,213,0,55,0,26,0,0,0,106174482
15403_12_1558061312515859814,0,210,198,0,37,0,23,0,0,0,98591815
15403_12_1558061312652249212,0,204,209,0,42,0,18,0,0,0,196153962
15403_12_1558061312848427642,0,204,203,0,36,0,18,0,0,0,138090358
15403_12_1558061313027969919,0,208,194,0,31,0,22,0,0,0,93604105
15403_12_1558061313165395316,0,201,221,0,51,0,14,0,0,0,114291692
15403_12_1558061313408785293,0,203,201,0,33,0,17,0,0,0,100167417
15403_12_1558061313509033287,0,198,207,0,34,0,11,0,0,0,150663662
15403_12_1558061313712196754,0,207,210,0,46,0,20,0,0,0,149164840
15403_12_1558061313861386935,0,201,202,0,32,0,15,0,0,0,162819070
15403_12_1558061314132367087,0,191,211,0,31,0,5,0,0,0,163750013
15403_12_1558061314296156612,0,201,205,0,35,0,15,0,0,0,225457376
15403_12_1558061314691108857,0,202,202,0,33,0,16,0,0,0,95339396
15403_12_1558061314892418098,0,212,216,0,57,0,26,0,0,0,114188808
15403_12_1558061315051553297,0,205,195,0,29,0,19,0,0,0,142998360
15403_12_1558061315247777959,0,204,198,0,31,0,18,0,0,0,135922354
15403_12_1558061315444092206,0,199,208,0,36,0,13,0,0,0,141899960
15403_12_1558061315636868191,0,205,199,0,33,0,19,0,0,0,189576563
15403_12_1558061315888113416,0,206,201,0,36,0,20,0,0,0,133672474
15403_12_1558061316079632152,0,210,193,0,32,0,24,0,0,0,69625418
15403_12_1558061316305636578,0,204,204,0,37,0,18,0,0,0,124582814
15403_12_1558061316475782788,0,206,201,0,36,0,20,0,0,0,166893762
15403_12_1558061316741742017,0,208,195,0,32,0,22,0,0,0,111753233
15403_12_1558061316924223093,0,207,197,0,33,0,20,0,0,0,114469134
15403_12_1558061317038720498,0,210,200,0,39,0,22,0,0,0,132030413
15403_12_1558061317218385967,0,203,199,0,31,0,17,0,0,0,189354550
15403_12_1558061317456617652,0,213,189,0,31,0,27,0,0,0,83001989
15403_12_1558061317585056220,0,209,194,0,32,0,23,0,0,0,177774947
15403_12_1558061317815287346,0,211,215,0,55,0,25,0,0,0,121852082
15403_12_1558061318040252685,0,211,196,0,36,0,25,0,0,0,118756890
15403_12_1558061318205334470,0,206,199,0,34,0,20,0,0,0,96961784
15403_12_1558061318342937950,0,215,231,0,75,0,27,0,0,0,113648530
15403_12_1558061318456626393,0,214,232,0,75,0,27,0,0,0,206829859
15403_12_1558061318663477975,0,214,234,0,77,0,27,0,0,0,250433646
15403_12_1558061318965007386,0,208,193,0,30,0,22,0,0,0,171378602
15403_12_1558061319187939781,0,206,196,0,31,0,20,0,0,0,100766017
15403_12_1558061319332027440,0,205,199,0,33,0,18,0,0,0,138897420
15403_12_1558061319536050300,0,209,200,0,38,0,23,0,0,0,132754810
15403_12_1558061319708095449,0,210,192,0,31,0,24,0,0,0,67447199
15403_12_1558061319835961284,0,211,192,0,32,0,25,0,0,0,89829747
15403_12_1558061319991984308,0,208,198,0,35,0,21,0,0,0,102160023
15403_12_1558061320136233807,0,206,200,0,35,0,20,0,0,0,108604473
15403_12_1558061320339843149,0,203,203,0,35,0,17,0,0,0,148900228
15403_12_1558061320588861295,0,208,199,0,36,0,21,0,0,0,65017359
15403_12_1558061320751751079,0,213,193,0,35,0,27,0,0,0,74448640
15403_12_1558061320877158681,0,205,200,0,34,0,18,0,0,0,183624297
15403_12_1558061321060839830,0,195,214,0,38,0,9,0,0,0,159158330
15403_12_1558061321257050392,0,215,227,0,71,0,28,0,0,0,180809315
15403_12_1558061321477666322,0,216,270,0,115,0,27,0,0,0,188699560
15403_12_1558061321725284709,0,210,228,0,67,0,22,0,0,0,266088211
15403_12_1558061322037569622,0,215,224,0,68,0,27,0,0,0,116971086
15403_12_1558061322154558986,0,209,203,0,41,0,21,0,0,0,117689471
15403_12_1558061322312082025,0,211,212,0,52,0,22,0,0,0,127539954
15403_12_1558061322467343445,0,198,216,0,43,0,12,0,0,0,254110112
15403_12_1558061322721510546,0,203,200,0,32,0,17,0,0,0,110224689
15403_12_1558061322892495436,0,213,191,0,33,0,27,0,0,0,73485095
15403_12_1558061322966064780,0,207,199,0,35,0,21,0,0,0,130266144
15403_12_1558061323195793033,0,201,202,0,32,0,15,0,0,0,107880051
15403_12_1558061323363816877,0,206,198,0,33,0,20,0,0,0,107507291
15403_12_1558061323538910622,0,206,202,0,37,0,20,0,0,0,116743285
15403_12_1558061323655677329,0,207,196,0,32,0,20,0,0,0,51023728
15403_12_1558061323706728181,0,194,212,0,35,0,8,0,0,0,157953505
15403_12_1558061323864710787,0,204,199,0,32,0,18,0,0,0,132993459
15403_12_1558061324080146508,0,208,195,0,32,0,22,0,0,0,122490576
15403_12_1558061324202683808,0,211,225,0,65,0,24,0,0,0,249990867
15403_12_1558061324508234710,0,204,209,0,42,0,17,0,0,0,147516984
15403_12_1558061324697249655,0,214,225,0,68,0,27,0,0,0,203593148
15403_12_1558061324900899195,0,201,227,0,57,0,12,0,0,0,226859802
15403_12_1558061325127779848,0,205,208,0,42,0,19,0,0,0,155762065
15403_12_1558061325386514355,0,206,205,0,40,0,20,0,0,0,85002852
15403_12_1558061325519106657,0,207,270,0,106,0,21,0,0,0,156812086
15403_12_1558061325717504338,0,203,200,0,32,0,17,0,0,0,100951648
15403_12_1558061326024736045,0,212,197,0,38,0,25,0,0,0,97736051
15403_12_1558061326257353614,0,206,198,0,33,0,21,0,0,0,90511108
15403_12_1558061326442789374,0,207,244,0,80,0,21,0,0,0,171347560
15403_12_1558061326614158269,0,211,234,0,74,0,23,0,0,0,209724579
15403_12_1558061326899675112,0,196,208,0,33,0,9,0,0,0,85774384
15403_12_1558061327070845166,0,211,191,0,31,0,24,0,0,0,105196374
15403_12_1558061327303908127,0,207,195,0,31,0,21,0,0,0,106548804
15403_12_1558061327410479096,0,203,199,0,31,0,17,0,0,0,193481515
15403_12_1558061327643366246,0,208,233,0,70,0,21,0,0,0,194645768
15403_12_1558061327885743802,0,206,198,0,33,0,20,0,0,0,140630397
15403_12_1558061328103905492,0,207,196,0,32,0,21,0,0,0,124431353
15403_12_1558061328228363602,0,209,196,0,34,0,22,0,0,0,123574141
15403_12_1558061328408613364,0,201,207,0,37,0,15,0,0,0,177821662
15403_12_1558061328626456663,0,202,203,0,34,0,16,0,0,0,128984217
15403_12_1558061328791592727,0,200,209,0,38,0,14,0,0,0,133540740
15403_12_1558061328962941765,0,205,199,0,33,0,19,0,0,0,124283655
15403_12_1558061329127776260,0,206,213,0,48,0,19,0,0,0,121400330
15403_12_1558061329288121033,0,215,248,0,92,0,27,0,0,0,130304212
15403_12_1558061329487952271,0,208,217,0,54,0,21,0,0,0,152939993
15403_12_1558061329824110688,0,207,198,0,34,0,20,0,0,0,89651674
15403_12_1558061329947767384,0,212,237,0,78,0,25,0,0,0,171434219
15403_12_1558061330119222805,0,202,198,0,29,0,16,0,0,0,94199398
15403_12_1558061330290702824,0,212,205,0,46,0,24,0,0,0,125978558
15403_12_1558061330416712642,0,217,197,0,43,1,27,0,0,0,97395778
15403_12_1558061330623939102,0,202,203,0,34,0,16,0,0,0,106813494
15403_12_1558061330808619815,0,214,216,0,59,0,28,0,0,0,129948406
15403_12_1558061330972464890,0,209,194,0,32,0,23,0,0,0,138000232
15403_12_1558061331176620334,0,203,201,0,33,0,17,0,0,0,112800004
15403_12_1558061331344633293,0,205,200,0,34,0,19,0,0,0,139413009
15403_12_1558061331667834455,0,207,200,0,36,0,21,0,0,0,86170257
15403_12_1558061331845512774,0,211,191,0,31,0,25,0,0,0,109548044
15403_12_1558061332121658977,0,214,191,0,34,0,28,0,0,0,185873837
15403_12_1558061332352923769,0,200,204,0,33,0,14,0,0,0,162690924
15403_12_1558061332515650516,0,209,200,0,38,0,20,0,0,0,160841186
15403_12_1558061332724738440,0,202,204,0,35,0,16,0,0,0,165060989
15403_12_1558061332941701358,0,211,226,0,66,0,25,0,0,0,82677932
15403_12_1558061333132387970,0,206,196,0,31,0,20,0,0,0,161453212
15403_12_1558061333335808591,0,204,205,0,38,0,17,0,0,0,131688293
15403_12_1558061333531252583,0,205,201,0,35,0,19,0,0,0,190539627
15403_12_1558061333744159805,0,202,204,0,35,0,16,0,0,0,138340460
15403_12_1558061333882521329,0,214,232,0,75,1,27,0,0,0,100309678
15403_12_1558061334044460147,0,210,195,0,34,0,23,0,0,0,124098407
15403_12_1558061334168596879,0,204,198,0,31,0,18,0,0,0,139270461
15403_12_1558061334349932564,0,199,209,0,37,0,13,0,0,0,140799811
15403_12_1558061334544569474,0,198,209,0,36,0,11,0,0,0,100362266
15403_12_1558061334724595024,0,205,200,0,34,0,19,0,0,0,65818481
15403_12_1558061334790461544,0,205,202,0,36,0,18,0,0,0,138184740
15403_12_1558061334928707032,0,214,224,0,67,0,27,0,0,0,129235645
15403_12_1558061335219935873,0,214,186,0,29,0,28,0,0,0,60437713
15403_12_1558061335280397589,0,211,194,0,34,0,25,0,0,0,123162826
15403_12_1558061335444065486,0,201,203,0,33,0,15,0,0,0,131537754
15403_12_1558061335575626946,0,208,196,0,33,0,22,0,0,0,57900050
15403_12_1558061335703240070,0,211,226,0,66,0,22,0,0,0,90331325
15403_12_1558061335874935256,0,206,197,0,32,0,20,0,0,0,95949793
15403_12_1558061336011172467,0,203,200,0,32,0,16,0,0,0,115507492
15403_12_1558061336164683822,0,206,194,0,29,0,20,0,0,0,115741590
15403_12_1558061336354355202,0,198,207,0,34,0,12,0,0,0,109956242
15403_12_1558061336526376194,0,206,198,0,33,0,19,0,0,0,89344977
15403_12_1558061336670418788,0,213,225,0,67,0,26,0,0,0,145964559
15403_12_1558061336816405445,0,203,235,0,67,0,17,0,0,0,239812939
15403_12_1558061337108388504,0,207,197,0,33,0,21,0,0,0,145195430
15403_12_1558061337253611272,0,196,211,0,36,0,10,0,0,0,118447074
15403_12_1558061337372082226,0,199,208,0,36,0,13,0,0,0,113198712
15403_12_1558061337523088028,0,210,196,0,35,0,24,0,0,0,83337984
15403_12_1558061337665498872,0,211,219,0,59,0,25,0,0,0,138868432
15403_12_1558061337896142931,0,203,204,0,36,0,17,0,0,0,132463565
15403_12_1558061338028628524,0,202,201,0,32,0,16,0,0,0,111119413
15403_12_1558061338171368433,0,206,208,0,43,0,20,0,0,0,271672050
15403_12_1558061338482126673,0,208,195,0,32,0,22,0,0,0,130385179
15403_12_1558061338687849379,0,208,192,0,29,0,22,0,0,0,147362921
15403_12_1558061338904739722,0,202,200,0,31,0,16,0,0,0,118840938
15403_12_1558061339147788206,0,209,194,0,32,0,23,0,0,0,72193955
15403_12_1558061339304432589,0,199,206,0,34,0,13,0,0,0,103610024
15403_12_1558061339472513102,0,207,197,0,33,0,21,0,0,0,84364590
15403_12_1558061339593076689,0,208,223,0,60,0,22,0,0,0,225185678
15403_12_1558061339883825302,0,205,199,0,33,0,19,0,0,0,167847491
15403_12_1558061340131259148,0,208,200,0,37,0,21,0,0,0,148888343
15403_12_1558061340323863209,0,206,200,0,35,0,20,0,0,0,132534756
15403_12_1558061340497922835,0,209,192,0,30,0,23,0,0,0,169990519
15403_12_1558061340775413176,0,211,214,0,54,0,23,0,0,0,127448327
15403_12_1558061340940389487,0,211,192,0,32,0,25,0,0,0,96814875
15403_12_1558061341095660007,0,202,202,0,33,0,16,0,0,0,112882513
15403_12_1558061341249496524,0,202,200,0,31,0,16,0,0,0,122221071
15403_12_1558061341430744786,0,216,225,0,70,0,27,0,0,0,101668571
15403_12_1558061341532865943,0,207,245,0,81,0,20,0,0,0,186916321
15403_12_1558061341768549310,0,214,225,0,68,0,28,0,0,0,197811518
15403_12_1558061341966389904,0,206,217,0,52,0,20,0,0,0,220711856
15403_12_1558061342275822256,0,210,189,0,28,0,24,0,0,0,64250829
15403_12_1558061342403760584,0,199,205,0,33,0,13,0,0,0,131579154
15403_12_1558061342592841050,0,202,204,0,35,0,16,0,0,0,170789078
15403_12_1558061342813857164,0,204,200,0,33,0,17,0,0,0,111679622
15403_12_1558061342982658779,0,204,202,0,35,0,18,0,0,0,106287102
15403_12_1558061343088975375,0,202,203,0,34,0,16,0,0,0,176707229
15403_12_1558061343316771521,0,203,200,0,32,0,17,0,0,0,161243727
15403_12_1558061343523861992,0,213,218,0,60,0,25,0,0,0,167629017
15403_12_1558061343691576636,0,204,204,0,37,0,18,0,0,0,129805007
15403_12_1558061343872803970,0,199,217,0,45,0,13,0,0,0,154903123
15403_12_1558061344107655651,0,208,196,0,33,0,22,0,0,0,135875104
15403_12_1558061344270980813,0,214,191,0,34,0,28,0,0,0,125952189
15403_12_1558061344419447292,0,206,202,0,37,0,20,0,0,0,181818735
15403_12_1558061344651881087,0,209,199,0,37,0,22,0,0,0,164827499
